aX,aY,aZ,gX,gY,gZ
-1.387,0.298,1.000,-0.549,0.732,-8.789
-1.403,0.275,0.993,-1.038,0.671,-0.793
-1.313,0.220,0.996,-1.892,0.671,-2.808
-1.265,0.171,0.985,-1.526,0.488,-12.756
-1.244,0.093,0.978,-0.244,1.404,-26.367
-1.230,0.039,0.973,2.686,6.226,-38.025
-0.925,-0.089,1.053,4.761,8.606,-46.021
-1.233,-0.114,1.088,3.296,-0.427,-51.025
-1.121,-0.076,0.988,3.052,-7.141,-48.950
-0.826,-0.226,0.977,2.441,-5.554,-37.903
-0.626,-0.321,0.996,-1.831,-1.160,-25.452
-0.531,-0.333,0.994,-4.028,0.732,-20.142
-0.370,-0.309,0.986,-1.709,2.563,-20.630
-0.257,-0.197,1.025,4.089,1.587,-23.499
0.061,-0.195,1.038,3.296,-1.648,-22.278
0.224,-0.186,0.995,0.488,-4.272,-14.587
0.493,-0.133,1.014,0.671,-3.052,-9.460
0.694,-0.188,1.002,-0.549,-1.526,-4.517
0.684,-0.120,1.075,-0.183,-1.404,-5.066
0.681,-0.047,0.986,1.282,-2.686,-12.024
0.782,-0.059,0.994,-1.099,-1.343,-16.602
0.798,-0.108,0.990,0.000,-0.671,-12.817
0.811,-0.087,0.990,-2.075,0.122,-8.972
0.879,-0.094,0.995,-0.427,0.061,-1.892
0.896,-0.197,1.013,2.869,-0.061,7.874
1.050,-0.119,1.032,1.038,0.305,5.066
0.915,-0.160,1.002,0.488,0.610,6.042
0.898,-0.120,1.005,1.160,0.549,5.066
0.923,-0.107,1.000,2.319,-0.183,2.686
0.842,-0.071,1.000,3.052,-1.099,1.892
0.830,-0.094,1.001,1.892,-0.916,3.784
0.803,-0.053,1.003,1.404,-0.488,5.127
0.720,-0.015,0.997,1.343,0.122,6.470
0.679,0.015,1.004,0.732,0.793,9.338
0.630,0.040,1.003,0.244,0.854,11.230
0.543,0.038,1.003,0.061,1.099,11.353
0.487,0.039,1.001,0.671,1.099,9.460
0.430,0.038,1.005,0.854,1.160,7.263
0.385,0.051,1.002,0.977,0.916,5.066
0.212,0.029,1.000,1.404,0.732,2.930
-0.014,-0.014,1.004,0.732,0.916,0.366
-0.017,-0.020,1.001,0.977,0.793,-0.122
0.005,-0.013,0.999,1.282,0.549,0.061
-0.012,-0.018,1.000,1.221,0.610,1.526
0.052,-0.008,1.000,0.549,0.610,2.747
-0.048,-0.024,1.002,0.061,0.793,5.859
-0.044,-0.026,1.001,0.610,0.488,8.240
-0.075,-0.032,1.001,0.671,0.549,6.653
-0.084,-0.032,1.001,0.488,0.549,3.906
-0.051,-0.023,1.004,0.671,0.732,1.648
-0.051,-0.021,1.001,0.671,0.854,0.488
-0.040,-0.020,1.001,0.610,0.732,-0.122
-0.035,-0.022,1.001,0.549,0.671,-0.122
-0.032,-0.023,1.001,0.305,0.732,-0.122
-0.030,-0.024,1.000,0.366,0.793,-0.244
-0.028,-0.023,1.000,0.610,0.854,0.000
-0.027,-0.020,1.000,0.488,0.793,-0.122
-0.028,-0.019,1.001,0.488,0.854,-0.183
-0.026,-0.019,1.001,0.183,0.854,-0.122
-0.029,-0.022,1.001,0.122,0.854,-0.183
-0.035,-0.036,1.001,0.366,0.793,-0.610
-0.027,-0.006,1.000,1.099,0.732,-1.770
-0.034,-0.024,1.001,0.854,0.549,-1.343
-0.031,-0.020,1.001,0.977,0.549,-1.526
-0.024,-0.005,0.999,1.648,0.610,-1.587
-0.030,-0.019,1.001,1.343,0.488,-0.427
-0.031,-0.020,1.001,1.465,0.366,0.000
-0.031,-0.021,1.001,1.587,0.488,-0.061
-0.027,-0.023,1.000,1.526,0.610,-0.183
0.034,-0.077,1.000,1.343,0.488,-0.305
0.065,-0.032,0.993,1.770,0.427,-1.892
0.075,0.001,1.002,1.892,0.366,-3.601
0.013,-0.024,1.002,1.099,0.488,-1.038
0.001,-0.039,1.003,1.221,0.671,1.709
0.033,-0.044,1.012,0.916,0.366,3.540
0.036,-0.040,1.038,0.610,-0.366,5.432
0.292,-0.162,1.084,-0.671,-1.221,7.507
0.288,-0.210,1.133,-0.854,-3.113,2.808
0.074,-0.104,0.985,-4.272,-5.676,-11.230
-0.011,-0.031,0.939,1.099,-6.104,-20.264
-0.053,-0.121,0.895,14.832,-5.066,-22.766
0.031,-0.041,0.934,15.625,-0.183,-21.606
0.039,0.011,1.004,13.916,2.869,-14.893
0.042,0.027,1.028,5.981,2.075,-4.456
0.064,0.019,1.027,-4.639,-0.366,6.042
0.079,0.018,1.055,-11.780,-2.625,13.977
0.114,0.014,1.067,-13.245,-3.906,18.066
0.142,0.001,1.093,-11.780,-4.272,18.250
0.156,0.041,1.107,-13.916,-5.737,15.686
0.164,0.023,1.101,-12.939,-7.874,13.184
0.154,-0.024,1.075,-9.399,-10.193,10.620
0.120,-0.046,1.005,-4.517,-10.803,7.019
0.086,-0.050,0.953,2.380,-7.935,2.991
0.112,-0.026,0.955,7.812,0.488,0.122
0.144,-0.000,0.982,8.301,11.902,-0.793
0.153,0.012,0.989,4.517,21.545,-0.183
0.145,0.001,0.976,-0.122,28.870,0.610
0.127,-0.026,0.943,-4.700,33.875,0.854
0.104,-0.021,0.934,-7.935,36.804,-0.427
0.083,0.000,0.931,-8.118,37.354,-2.441
0.048,0.052,0.956,-5.554,34.851,-3.174
0.101,-0.002,1.007,-2.930,28.687,-2.075
0.140,0.020,1.050,0.061,18.738,-0.854
0.151,-0.006,1.031,2.258,8.240,0.366
0.135,-0.026,0.993,2.197,2.197,1.465
0.129,-0.056,0.967,1.221,3.052,1.709
0.128,-0.060,0.963,0.183,9.705,1.343
0.127,-0.070,0.959,-1.648,18.677,0.854
0.121,-0.074,0.954,-3.662,26.611,0.366
0.107,-0.089,0.953,-3.174,32.654,-0.244
0.073,-0.069,0.967,0.488,35.278,-1.282
0.055,-0.048,0.989,6.042,33.447,-1.892
0.060,-0.023,1.014,11.292,27.405,-0.854
0.060,0.007,1.032,12.939,18.127,0.854
0.063,0.043,1.015,11.230,8.179,3.296
0.065,0.083,0.988,6.775,-0.061,5.737
0.095,0.020,0.973,0.610,-4.639,8.057
0.116,0.032,0.978,-6.165,-6.348,8.118
0.109,-0.004,0.954,-11.108,-6.104,6.592

-1.748,0.311,0.998,-1.587,1.343,-35.400
-1.707,0.311,0.994,-1.160,0.977,-19.714
-1.607,0.257,0.989,-0.488,0.244,-11.108
-1.438,0.171,0.978,0.183,0.122,-10.681
-1.315,0.081,0.945,-0.061,4.395,-17.700
-1.134,0.028,1.078,2.502,10.254,-30.396
-1.207,-0.082,1.076,3.235,1.282,-43.030
-1.121,-0.051,0.970,1.343,-6.287,-47.058
-0.880,-0.184,0.991,3.540,-7.568,-44.250
-0.848,-0.295,0.994,-1.343,-1.404,-34.912
-0.663,-0.283,0.997,-2.869,0.671,-28.687
-0.470,-0.275,0.985,-0.610,2.563,-26.855
-0.271,-0.275,1.001,3.540,2.014,-28.870
-0.001,-0.223,1.054,4.150,-0.061,-29.846
0.129,-0.304,0.994,1.038,-3.845,-22.339
0.308,-0.242,1.011,1.587,-4.395,-14.709
0.530,-0.253,1.011,-1.099,-1.770,-6.592
0.693,-0.231,1.090,-1.404,-0.061,1.892
0.755,-0.155,0.986,0.122,-2.441,2.563
0.977,-0.087,0.989,0.183,-2.197,0.366
0.985,-0.182,0.986,1.404,-1.404,2.197
0.946,-0.131,0.991,-0.061,-0.305,-0.671
0.924,-0.158,0.993,0.427,-0.061,-1.953
0.963,-0.150,1.005,0.977,0.122,2.991
0.950,-0.099,1.030,-0.488,0.610,11.536
1.024,-0.061,1.010,-0.061,0.671,18.738
0.862,-0.014,0.999,0.977,0.427,21.362
0.957,0.057,1.007,1.831,-0.366,21.301
0.852,0.047,0.999,3.113,-1.099,21.667
0.764,0.065,1.000,3.296,-0.977,19.958
0.781,0.019,1.002,1.465,-0.671,16.968
0.665,0.044,1.007,0.488,-0.244,10.742
0.595,0.057,1.004,0.732,0.061,6.470
0.537,0.043,1.003,1.099,0.183,5.432
0.479,0.026,1.003,1.099,0.610,5.676
0.453,0.028,1.003,1.282,0.732,7.019
0.394,0.027,1.000,1.160,0.732,10.559
0.349,0.021,1.001,0.916,0.671,13.977
0.320,0.008,1.001,0.732,0.610,15.259
0.162,-0.036,1.000,0.854,0.671,12.634
-0.019,-0.021,1.001,1.221,0.671,4.028
-0.027,-0.015,1.002,1.099,0.732,-0.061
0.012,0.026,0.996,0.854,0.671,0.427
-0.048,-0.044,1.005,-0.366,0.793,2.136
-0.016,-0.010,1.002,-0.061,0.549,1.526
-0.037,-0.029,1.002,0.000,0.671,1.709
-0.022,-0.020,1.003,0.305,0.732,2.075
-0.049,-0.038,1.002,0.305,0.854,2.991
-0.028,-0.025,1.000,0.305,0.793,2.014
-0.060,-0.042,1.001,0.000,0.671,1.770
-0.044,-0.030,1.001,0.549,0.427,0.610
-0.035,-0.024,1.000,0.854,0.610,-0.122
-0.033,-0.023,0.999,0.671,0.732,-0.183
-0.033,-0.023,1.001,0.549,0.916,-0.122
-0.032,-0.019,1.001,0.244,0.916,-0.183
-0.033,-0.020,1.001,0.122,0.854,-0.183
-0.032,-0.019,1.001,0.061,1.038,-0.122
-0.031,-0.018,1.001,0.183,0.977,-0.061
-0.029,-0.021,1.002,0.183,1.038,-0.061
-0.040,-0.043,1.003,0.244,0.854,-0.183
-0.023,-0.008,1.001,0.916,0.732,-1.282
-0.020,-0.018,1.000,1.221,0.488,-2.014
-0.022,-0.025,1.001,0.732,0.732,-0.977
-0.017,-0.019,1.001,0.854,0.732,-0.854
-0.026,-0.021,1.000,0.549,0.671,-0.427
-0.027,-0.019,1.001,1.038,0.610,-0.305
-0.029,-0.017,1.000,1.221,0.488,-0.244
-0.031,-0.015,1.001,1.282,0.610,-0.366
-0.034,-0.016,1.001,1.343,0.549,-0.305
-0.034,-0.017,1.001,1.465,0.610,-0.122
-0.037,-0.019,1.001,1.343,0.671,-0.061
-0.037,-0.021,1.001,1.465,0.549,-0.122
-0.037,-0.022,1.001,1.709,0.488,-0.122
-0.035,-0.022,1.001,1.831,0.427,-0.122
0.023,-0.008,1.001,1.831,0.366,-0.244
-0.011,-0.014,1.001,1.709,0.366,-0.061
-0.015,-0.020,1.003,1.404,0.366,1.221
0.154,0.002,1.005,2.930,0.244,2.258
0.013,-0.032,1.001,5.127,-0.488,3.052
-0.036,-0.034,1.000,3.845,-0.366,4.028
0.022,-0.031,1.009,3.052,-0.244,5.432
0.245,-0.049,1.067,1.587,-0.549,7.629
0.172,-0.069,1.094,2.380,-1.953,6.714
0.064,-0.020,1.005,-1.038,-4.395,0.427
0.007,-0.008,0.939,-2.258,-4.883,-3.113
-0.000,-0.043,0.946,0.183,-3.113,-4.028
0.024,-0.068,0.984,3.235,-0.732,-4.333
0.037,-0.060,1.020,4.150,0.244,-3.967
0.056,-0.042,1.051,2.930,-0.366,-2.441
0.082,-0.007,1.083,0.549,-1.892,-0.366
0.086,0.048,1.109,-2.502,-4.761,1.831
0.087,0.067,1.107,-6.409,-8.423,4.822
0.099,0.056,1.098,-12.817,-10.803,7.996
0.111,0.010,1.084,-20.081,-9.827,9.644
0.109,-0.065,1.044,-24.048,-5.066,9.399
0.096,-0.102,1.016,-20.569,4.456,6.714
0.093,-0.093,1.017,-12.817,16.968,2.930
0.105,-0.069,1.011,-5.493,28.625,0.305
0.116,-0.027,1.006,-2.197,37.292,-0.549
0.106,0.012,0.987,-1.282,41.687,-0.305
0.102,0.026,0.959,-2.380,43.091,0.061
0.086,0.040,0.951,-5.615,41.626,-0.244
0.087,0.043,0.951,-8.667,37.659,-0.977
0.096,0.050,0.948,-11.169,30.884,-1.953
0.099,0.034,0.973,-12.146,22.827,-2.563
0.127,-0.003,1.002,-11.414,13.855,-2.563
0.141,-0.011,0.987,-12.024,5.615,-1.831
0.164,-0.051,0.974,-13.794,0.916,0.366
0.159,-0.078,0.968,-13.123,1.343,2.625
0.169,-0.109,0.975,-10.254,5.432,4.089
0.178,-0.118,0.990,-3.906,10.803,3.357
0.149,-0.065,1.009,3.296,15.442,0.366
0.133,-0.003,1.035,8.545,18.188,-2.441
0.143,0.030,1.050,9.827,18.677,-3.662
0.146,0.053,1.039,6.836,17.456,-3.174
0.134,0.065,1.018,0.244,16.113,-1.892
0.121,0.069,1.010,-7.324,16.174,-0.427
0.133,0.067,1.010,-14.465,16.724,1.160
0.151,0.014,1.000,-18.555,16.846,2.563

-1.446,0.301,1.016,12.817,-39.490,-13.123
-1.510,0.353,1.018,-0.244,-0.488,-6.165
-1.521,0.342,1.007,-0.122,0.488,-2.136
-1.442,0.275,0.998,-0.305,0.305,-0.732
-1.357,0.213,0.984,-1.587,0.549,-4.822
-1.198,0.084,0.994,-0.977,0.549,-12.634
-1.068,-0.028,0.985,-1.099,0.061,-22.766
-0.975,-0.183,0.969,1.831,2.136,-33.630
-1.005,-0.160,1.104,4.150,8.972,-45.471
-0.770,-0.199,1.045,4.333,5.310,-53.223
-0.881,-0.255,1.005,-1.099,-4.883,-50.293
-0.663,-0.343,0.987,4.333,-7.874,-44.434
-0.569,-0.356,1.000,0.549,-2.258,-35.583
-0.446,-0.327,0.986,-2.991,0.183,-22.583
-0.192,-0.301,0.993,-4.211,1.648,-10.254
-0.082,-0.260,0.993,0.671,1.709,-4.211
0.102,-0.154,1.042,4.578,0.366,-3.418
0.136,-0.094,1.013,2.686,-2.625,-2.075
0.232,-0.060,0.992,1.099,-3.662,-0.732
0.382,0.020,1.013,-0.305,-1.526,-3.418
0.505,-0.057,1.005,-0.793,-1.221,-5.127
0.593,-0.023,1.095,-1.099,-0.977,-8.606
0.488,-0.047,0.967,0.732,-1.831,-11.963
0.640,0.008,0.998,-0.122,-1.343,-8.118
0.594,-0.152,0.994,1.221,-1.770,8.057
0.668,-0.067,0.989,0.061,-1.282,6.775
0.665,0.023,0.999,-2.197,0.122,8.362
0.698,-0.020,0.988,1.160,-0.305,16.663
0.746,-0.025,1.018,3.418,0.183,22.583
0.884,0.032,1.021,1.221,0.793,22.827
0.708,0.042,1.001,0.549,0.305,21.606
0.691,0.025,0.999,1.038,-0.244,19.348
0.677,0.046,1.002,1.770,-0.549,14.587
0.600,0.067,1.001,1.160,-0.793,9.521
0.654,0.023,1.003,0.488,-0.488,6.409
0.596,0.010,1.004,0.916,0.183,1.465
0.571,0.013,1.000,0.427,0.732,-2.380
0.553,-0.005,0.993,0.427,0.916,-2.258
0.502,-0.023,0.998,0.000,1.160,0.977
0.438,-0.034,0.996,0.183,1.465,4.517
0.378,-0.020,1.002,-0.549,1.831,7.629
0.361,-0.015,1.004,-1.465,2.319,11.353
0.369,-0.030,1.008,-1.099,2.136,14.282
0.333,-0.055,1.008,-0.244,1.587,15.137
0.319,-0.067,1.004,0.549,1.221,13.367
0.299,-0.085,1.002,0.366,1.099,9.888
0.265,-0.102,1.001,0.854,1.221,5.920
0.237,-0.136,1.002,0.916,1.404,2.808
-0.007,-0.028,0.999,0.916,0.977,0.488
-0.025,-0.019,1.003,1.099,0.916,-0.061
-0.018,-0.016,1.001,1.160,0.671,-0.183
0.012,-0.018,1.005,1.160,0.610,0.366
-0.043,-0.023,1.001,1.099,0.610,1.526
-0.041,-0.021,1.005,1.282,0.305,1.221
-0.025,-0.023,1.001,1.465,-0.122,0.244
-0.017,-0.030,1.001,1.404,-0.183,-0.366
-0.031,-0.026,1.000,1.343,-0.122,-1.038
-0.026,-0.028,1.000,1.160,0.183,-1.404
-0.036,-0.020,1.000,1.160,0.244,-1.892
-0.029,-0.024,1.000,1.465,0.610,-1.953
-0.027,-0.024,1.001,1.221,0.244,-2.380
-0.019,-0.024,1.006,1.465,0.122,-2.686
-0.022,-0.021,1.001,2.075,0.122,-2.869
0.022,-0.041,1.000,1.831,0.244,-2.991
-0.020,-0.023,1.005,1.709,0.183,-2.197
-0.044,-0.009,1.001,2.380,0.122,-1.038
-0.038,-0.010,1.003,2.502,0.000,-0.610
-0.027,-0.017,1.004,2.625,-0.549,-0.427
-0.015,-0.021,1.006,3.052,-0.732,-0.183
-0.002,-0.020,1.000,3.296,-0.793,0.183
-0.006,-0.001,1.008,3.113,-0.671,0.366
0.001,0.001,1.024,1.770,-0.732,1.587
0.019,-0.003,1.032,0.122,-1.709,3.296
0.032,-0.005,1.047,-0.366,-2.991,5.188
0.237,-0.030,1.108,0.183,-4.517,7.935
0.187,-0.062,1.085,3.540,-6.531,6.775
0.018,0.023,0.957,-0.122,-8.118,-1.465
-0.033,0.063,0.897,-2.380,-6.836,-6.470
-0.007,0.047,0.895,-1.038,-3.784,-8.362
0.009,0.023,0.918,-1.465,-0.122,-9.155
-0.007,0.004,0.945,-5.066,3.357,-9.766
-0.019,0.001,0.993,-11.597,6.104,-10.254
-0.028,-0.025,1.089,-14.343,7.324,-9.460
0.010,-0.055,1.145,-12.451,4.883,-7.141
0.067,-0.052,1.142,-11.414,-0.244,-4.089
0.100,-0.015,1.111,-15.198,-4.578,-0.610
0.080,0.013,1.104,-21.790,-6.348,1.648
0.078,0.050,1.095,-28.442,-7.385,1.831
0.092,0.031,1.087,-29.480,-8.301,0.488
0.058,0.030,1.055,-27.100,-9.338,-2.991
0.040,0.019,1.021,-21.729,-7.385,-6.470
0.021,-0.028,0.970,-16.846,-0.549,-9.277
0.038,-0.035,0.962,-14.526,11.658,-12.573
0.065,-0.015,0.970,-13.611,25.818,-15.320
0.068,0.011,0.974,-13.794,37.048,-15.991
0.049,0.035,0.955,-14.648,42.908,-14.648
0.058,0.027,0.959,-14.771,43.762,-12.573
0.070,0.019,0.959,-13.245,39.978,-10.864
0.084,-0.007,0.966,-9.155,32.715,-10.376
0.084,0.005,0.981,-3.906,23.682,-11.047
0.086,0.001,0.981,0.793,14.038,-11.597
0.105,0.019,1.002,2.563,5.920,-10.925
0.127,0.018,1.020,1.892,-0.122,-8.362
0.129,0.021,1.025,-1.160,-3.296,-5.127
0.152,0.027,1.043,-4.639,-3.296,-1.648
0.194,0.021,1.060,-7.202,-0.427,2.136
0.203,0.003,1.051,-9.033,4.578,5.615
0.178,-0.027,1.015,-9.094,12.024,7.629
0.133,-0.011,0.995,-7.629,21.484,7.751
0.116,0.024,0.999,-6.226,30.090,7.629
0.115,0.062,1.030,-6.287,34.607,8.850
0.130,0.064,1.033,-7.324,33.630,10.986
0.133,0.067,1.013,-8.667,28.381,12.146
0.138,0.055,0.980,-8.728,23.010,12.329
0.142,0.020,0.944,-6.775,19.226,10.925
0.159,0.020,0.936,-4.211,17.700,9.033
0.188,0.026,0.939,-1.892,17.273,7.812
0.182,0.024,0.921,-1.038,16.968,8.057
0.169,0.021,0.904,-1.038,17.822,8.545

-1.939,0.505,0.999,-0.488,1.221,-42.603
-2.062,0.498,0.994,-0.427,0.854,-20.569
-1.984,0.383,0.987,-0.977,0.549,-8.484
-1.749,0.191,0.989,-1.587,0.549,-10.376
-1.527,0.033,0.981,-0.305,0.793,-22.766
-1.462,-0.132,0.936,2.258,4.150,-39.673
-1.238,-0.226,1.114,4.333,10.132,-59.631
-1.500,-0.292,1.107,3.845,0.671,-76.599
-1.339,-0.244,0.985,4.150,-8.423,-81.665
-1.026,-0.527,0.988,3.357,-4.761,-67.322
-0.848,-0.615,0.990,-4.211,0.122,-45.410
-0.520,-0.604,0.989,-5.310,2.075,-29.053
-0.303,-0.582,1.016,1.770,1.709,-18.372
0.054,-0.393,1.039,4.883,-1.099,-10.559
0.240,-0.308,1.004,1.892,-4.272,4.028
0.708,-0.108,1.018,1.221,-3.052,15.991
1.079,0.030,1.053,0.610,-1.953,28.198
1.045,-0.002,0.984,-0.183,-2.930,41.016
1.391,0.250,0.998,0.061,-2.075,23.987
1.291,0.225,0.996,-1.221,-1.953,10.010
1.296,0.212,0.991,-0.549,-0.183,-3.540
1.287,0.102,1.003,-1.892,0.977,-14.038
1.344,-0.017,1.001,2.014,0.793,-16.235
1.328,0.003,1.032,1.221,1.526,-14.404
1.274,0.022,1.017,0.488,0.366,-6.836
1.132,0.030,1.003,1.160,0.305,4.456
1.155,0.004,1.002,1.648,0.244,15.686
1.087,-0.042,0.999,1.953,-0.610,23.315
0.951,-0.040,1.001,1.526,-0.977,25.940
0.880,-0.039,1.005,0.977,-0.732,24.109
0.745,-0.012,1.003,1.160,-0.366,18.921
0.648,-0.015,1.003,1.282,-0.305,13.611
0.596,-0.079,1.001,1.526,0.183,10.376
0.561,-0.185,1.001,1.404,0.305,7.568
0.057,-0.058,0.996,1.282,0.671,2.930
0.056,-0.007,1.004,1.038,0.305,0.183
0.005,-0.035,1.002,1.282,0.366,1.221
0.112,0.006,1.006,1.648,0.488,2.502
0.106,-0.009,1.001,2.869,0.366,4.944
-0.101,-0.040,1.000,2.014,0.366,10.193
-0.094,-0.029,1.002,1.648,0.305,12.146
-0.052,-0.016,1.001,1.709,0.244,11.292
-0.062,-0.021,1.000,2.014,0.427,9.644
-0.074,-0.027,0.998,1.892,0.366,8.850
-0.070,-0.031,1.000,1.282,0.610,7.996
-0.084,-0.035,1.000,0.671,0.732,7.141
-0.099,-0.037,1.001,0.061,0.854,5.615
-0.089,-0.029,1.003,0.061,0.916,3.235
-0.033,-0.025,1.001,0.305,0.732,0.610
-0.025,-0.025,1.002,0.427,0.793,-0.244
-0.023,-0.025,1.001,0.732,0.854,-0.122
-0.024,-0.026,1.001,0.977,0.793,-0.122
-0.025,-0.035,1.001,0.732,0.549,-0.061
-0.021,-0.056,1.004,1.221,0.427,-0.732
-0.034,-0.000,0.999,2.258,0.305,-2.258
-0.036,-0.022,1.000,1.770,0.183,-1.587
-0.036,-0.020,1.001,1.465,0.488,-1.404
-0.036,-0.017,1.001,1.099,0.549,-1.465
-0.036,-0.022,1.001,1.099,0.549,-1.343
-0.034,-0.015,1.000,1.099,0.549,-1.465
-0.033,-0.012,1.000,0.977,0.549,-1.221
-0.030,-0.016,1.000,1.038,0.732,-0.732
-0.029,-0.027,1.000,0.916,0.671,-0.305
-0.028,-0.029,1.000,0.916,0.793,-0.183
-0.027,-0.027,1.001,0.732,0.732,-0.122
-0.027,-0.025,1.001,0.854,0.671,-0.183
-0.028,-0.022,1.000,1.160,0.427,-0.122
-0.028,-0.020,1.001,1.282,0.610,-0.183
-0.031,-0.020,1.001,1.343,0.610,-0.061
-0.032,-0.020,1.001,1.587,0.610,-0.122
-0.034,-0.020,1.003,1.648,0.427,-0.122
-0.035,-0.023,1.002,2.014,0.366,-0.122
-0.029,-0.023,1.002,1.953,0.305,-0.244
0.031,0.010,1.002,1.831,0.427,-0.122
-0.017,0.005,1.000,1.709,0.549,1.526
-0.020,-0.004,1.001,1.343,0.671,4.639
-0.019,-0.011,1.001,1.038,0.549,7.263
-0.063,-0.013,0.996,0.854,0.366,10.071
-0.015,-0.060,0.998,0.549,0.488,13.184
-0.012,-0.091,1.000,0.488,0.427,14.099
-0.033,-0.096,1.000,0.366,0.549,11.902
-0.032,-0.064,1.000,0.427,0.610,9.033
-0.026,-0.015,1.003,0.244,0.488,7.080
-0.033,0.019,1.001,0.427,0.488,6.775
-0.032,0.013,1.001,0.610,0.610,7.324
-0.016,0.001,1.001,1.160,0.488,8.240
-0.029,0.007,1.001,1.099,0.427,9.521
-0.099,-0.041,1.015,1.831,0.488,10.986
-0.073,-0.064,1.001,4.272,0.183,7.019
0.005,-0.038,1.032,3.845,0.366,0.488
0.188,-0.091,1.027,7.080,0.122,-1.953
0.275,-0.234,1.023,11.414,0.427,-10.193
0.347,-0.334,0.988,16.113,1.038,-24.231
0.277,-0.296,0.972,13.794,1.587,-40.161
0.088,-0.105,0.983,8.606,2.258,-50.537
0.001,0.026,1.025,5.005,2.075,-51.025
0.020,0.026,1.056,8.545,1.709,-42.603
0.059,-0.048,1.067,17.090,0.854,-33.142
0.077,-0.079,1.071,28.442,0.183,-27.344
0.102,-0.083,1.074,40.527,-0.305,-24.475
0.117,-0.050,1.050,50.415,-0.488,-23.071
0.120,0.006,1.072,56.580,-0.732,-20.813
0.139,0.071,1.127,52.246,-3.418,-15.259
0.155,0.123,1.084,32.166,-10.010,-4.700
0.138,0.100,1.048,9.521,-17.090,10.559
0.111,-0.016,0.960,-11.719,-22.461,25.818
0.045,-0.126,0.861,-31.189,-21.484,34.180
0.042,-0.142,0.838,-43.091,-11.169,32.959
0.063,-0.188,0.808,-44.800,3.967,26.428
0.041,-0.182,0.858,-37.964,20.691,18.372
0.052,-0.148,0.957,-28.442,33.447,13.062
0.087,-0.190,1.040,-18.433,39.124,11.841
0.112,-0.196,1.087,-10.193,36.560,11.475
0.083,-0.090,1.076,-3.967,29.358,10.925
0.082,-0.076,1.057,0.244,21.240,11.475
0.088,-0.014,1.031,3.052,14.893,12.512
0.072,-0.001,1.007,1.953,11.597,13.794
0.052,0.049,0.994,-2.991,11.353,15.442
0.053,0.049,0.989,-11.169,12.817,18.188

